village_code,village_name,latitude,longitude,population,vulnerable_population,road_access,hospital_distance,shelter_capacity,available_water,food_stock,medical_capacity,rainfall,river_level,flood_history,building_damage,water_level,hazard_score,safe_capacity,capacity_ratio,relocation_score,risk_level,capacity_status,relocation_priority
160825,Udhopur,25.550442,81.741881,59,17,2,20.0,110,20000,20000,0,26.4039,4.1394,2,5,8.0824,59.2249,3044.0,0.0194,39.0522,MEDIUM,SAFE,MEDIUM
160826,Karimuddinpur,25.544664,81.755244,2691,1354,2,12.0,4610,40000,20000,0,119.8263,1.6918,1,1,2.4223,30.3919,5844.0,0.4605,26.9001,LOW,SAFE,LOW
160826,Karimuddinpur,25.544664,81.755244,2691,1354,2,12.0,4610,40000,20000,0,284.044,7.0017,3,1,2.81,69.6978,5844.0,0.4605,42.3523,HIGH,SAFE,MEDIUM
160826,Karimuddinpur,25.544664,81.755244,2691,1354,2,12.0,4610,40000,20000,0,128.5983,5.2879,0,0,6.4048,38.1284,5844.0,0.4605,31.0368,LOW,SAFE,MEDIUM
160826,Karimuddinpur,25.544664,81.755244,2691,1354,2,12.0,4610,40000,20000,0,143.1256,6.8304,5,0,7.1979,62.3091,5844.0,0.4605,43.3447,MEDIUM,SAFE,MEDIUM
160826,Karimuddinpur,25.544664,81.755244,2691,1354,2,12.0,4610,40000,20000,0,328.5728,5.9919,3,1,2.4193,70.6828,5844.0,0.4605,44.9084,HIGH,SAFE,MEDIUM
160827,Shaikhpur Sahab,25.543904,81.749226,140,18,1,12.0,180,40000,20000,0,321.5834,5.9725,3,4,9.1679,81.2212,4072.0,0.0344,47.4242,CRITICAL,SAFE,MEDIUM
160827,Shaikhpur Sahab,25.543904,81.749226,140,18,1,12.0,180,40000,20000,0,63.4497,8.9379,1,2,2.7155,42.6404,4072.0,0.0344,23.0663,LOW,SAFE,LOW
160827,Shaikhpur Sahab,25.543904,81.749226,140,18,1,12.0,180,40000,20000,0,75.6158,8.0471,1,5,7.0698,61.1729,4072.0,0.0344,38.5857,MEDIUM,SAFE,MEDIUM
160827,Shaikhpur Sahab,25.543904,81.749226,140,18,1,12.0,180,40000,20000,0,40.757,4.2421,2,0,8.4271,38.8492,4072.0,0.0344,19.6277,LOW,SAFE,LOW
160827,Shaikhpur Sahab,25.543904,81.749226,140,18,1,12.0,180,40000,20000,0,356.7489,4.9044,0,5,3.7732,71.8473,4072.0,0.0344,44.5997,HIGH,SAFE,MEDIUM
160828,Sarai Jairam,25.540128,81.743459,1956,970,2,15.0,4240,20000,5000,0,155.0595,6.6944,1,4,7.1305,68.333,3196.0,0.612,48.3797,HIGH,SAFE,MEDIUM
160828,Sarai Jairam,25.540128,81.743459,1956,970,2,15.0,4240,20000,5000,0,304.4151,9.557,0,5,2.6897,90.0175,3196.0,0.612,55.5074,CRITICAL,SAFE,MEDIUM
160828,Sarai Jairam,25.540128,81.743459,1956,970,2,15.0,4240,20000,5000,0,399.7865,1.9433,5,3,8.6582,84.962,3196.0,0.612,54.0235,CRITICAL,SAFE,MEDIUM
160828,Sarai Jairam,25.540128,81.743459,1956,970,2,15.0,4240,20000,5000,0,253.7697,7.937,0,3,8.5896,70.7942,3196.0,0.612,44.5456,HIGH,SAFE,MEDIUM
160828,Sarai Jairam,25.540128,81.743459,1956,970,2,15.0,4240,20000,5000,0,166.319,7.4769,0,0,8.6976,50.8936,3196.0,0.612,41.5113,LOW,SAFE,MEDIUM
160829,Mubarakpur Uperhar,25.528974,81.74142,2816,630,2,20.0,4270,20000,20000,0,318.4962,7.7862,4,1,3.9473,71.4346,4708.0,0.5981,40.8781,HIGH,SAFE,MEDIUM
160829,Mubarakpur Uperhar,25.528974,81.74142,2816,630,2,20.0,4270,20000,20000,0,187.2617,6.2126,4,3,0.4301,68.3826,4708.0,0.5981,43.3493,HIGH,SAFE,MEDIUM
160829,Mubarakpur Uperhar,25.528974,81.74142,2816,630,2,20.0,4270,20000,20000,0,312.8061,5.8943,4,1,0.1469,56.7691,4708.0,0.5981,31.68,MEDIUM,SAFE,MEDIUM
160829,Mubarakpur Uperhar,25.528974,81.74142,2816,630,2,20.0,4270,20000,20000,0,7.7311,2.1193,1,2,4.9286,33.3375,4708.0,0.5981,20.6746,LOW,SAFE,LOW
160829,Mubarakpur Uperhar,25.528974,81.74142,2816,630,2,20.0,4270,20000,20000,0,238.0527,1.0893,2,0,9.635,52.2136,4708.0,0.5981,35.2803,LOW,SAFE,MEDIUM
160830,Adampur,25.579554,81.759034,5144,1702,2,10.0,8660,10000,20000,0,124.7455,7.9659,0,3,9.7601,60.3568,5964.0,0.8625,45.9463,MEDIUM,STRESSED,MEDIUM
160830,Adampur,25.579554,81.759034,5144,1702,2,10.0,8660,10000,20000,0,48.0829,3.3902,4,0,7.7314,33.0893,5964.0,0.8625,30.5234,LOW,STRESSED,MEDIUM
160830,Adampur,25.579554,81.759034,5144,1702,2,10.0,8660,10000,20000,0,148.6957,1.0122,2,4,6.4646,57.9394,5964.0,0.8625,45.411,MEDIUM,STRESSED,MEDIUM
160830,Adampur,25.579554,81.759034,5144,1702,2,10.0,8660,10000,20000,0,183.1983,4.582,3,2,7.1014,60.2233,5964.0,0.8625,44.36,MEDIUM,STRESSED,MEDIUM
160830,Adampur,25.579554,81.759034,5144,1702,2,10.0,8660,10000,20000,0,189.3604,1.5374,3,1,5.8221,56.2222,5964.0,0.8625,40.8315,MEDIUM,STRESSED,MEDIUM
160831,Pabnah,25.577952,81.769101,1463,507,2,15.0,2460,20000,20000,0,257.8365,6.0516,5,0,2.0498,64.9952,3984.0,0.3672,41.2245,HIGH,SAFE,MEDIUM
160831,Pabnah,25.577952,81.769101,1463,507,2,15.0,2460,20000,20000,0,358.43,8.6247,2,4,2.7624,83.4106,3984.0,0.3672,49.5584,CRITICAL,SAFE,MEDIUM
160831,Pabnah,25.577952,81.769101,1463,507,2,15.0,2460,20000,20000,0,362.5684,2.4749,2,2,8.0986,66.0664,3984.0,0.3672,42.071,HIGH,SAFE,MEDIUM
160831,Pabnah,25.577952,81.769101,1463,507,2,15.0,2460,20000,20000,0,289.9925,5.8493,0,5,0.622,64.1605,3984.0,0.3672,47.4587,HIGH,SAFE,MEDIUM
160831,Pabnah,25.577952,81.769101,1463,507,2,15.0,2460,20000,20000,0,53.7099,9.6214,2,1,2.4189,55.2154,3984.0,0.3672,34.0817,MEDIUM,SAFE,MEDIUM
160832,Kanjia,25.574582,81.78333,4338,1286,1,9.0,7470,20000,20000,0,30.4957,3.4723,5,5,4.5966,59.81,5988.0,0.7244,47.7647,MEDIUM,SAFE,MEDIUM
160832,Kanjia,25.574582,81.78333,4338,1286,1,9.0,7470,20000,20000,0,17.56,2.4917,4,3,8.9767,52.7515,5988.0,0.7244,40.6445,LOW,SAFE,MEDIUM
160832,Kanjia,25.574582,81.78333,4338,1286,1,9.0,7470,20000,20000,0,397.9925,5.7451,3,3,9.6063,87.9667,5988.0,0.7244,54.675,CRITICAL,SAFE,MEDIUM
160832,Kanjia,25.574582,81.78333,4338,1286,1,9.0,7470,20000,20000,0,103.8167,4.933,2,5,6.2234,68.4082,5988.0,0.7244,47.0678,HIGH,SAFE,MEDIUM
160832,Kanjia,25.574582,81.78333,4338,1286,1,9.0,7470,20000,20000,0,302.9241,2.455,5,3,2.4734,80.5017,5988.0,0.7244,52.4361,CRITICAL,SAFE,MEDIUM
160833,Madhesa,25.567985,81.796243,949,604,2,10.0,1860,20000,20000,0,65.0799,6.0858,5,4,4.989,78.2446,3744.0,0.2535,49.0043,CRITICAL,SAFE,MEDIUM
160833,Madhesa,25.567985,81.796243,949,604,2,10.0,1860,20000,20000,0,91.4707,6.7093,1,3,1.7789,60.3375,3744.0,0.2535,40.8596,MEDIUM,SAFE,MEDIUM
160833,Madhesa,25.567985,81.796243,949,604,2,10.0,1860,20000,20000,0,101.5284,3.2123,4,2,8.9464,62.686,3744.0,0.2535,44.2377,MEDIUM,SAFE,MEDIUM
160833,Madhesa,25.567985,81.796243,949,604,2,10.0,1860,20000,20000,0,205.0881,5.3339,2,3,0.9072,56.8671,3744.0,0.2535,37.7876,MEDIUM,SAFE,MEDIUM
160833,Madhesa,25.567985,81.796243,949,604,2,10.0,1860,20000,20000,0,248.8158,9.932,4,3,5.7384,93.4975,3744.0,0.2535,54.0941,CRITICAL,SAFE,MEDIUM
160834,Madhopur,25.566172,81.788373,840,177,2,9.0,1410,20000,20000,0,360.8946,8.8962,3,3,0.2752,79.1976,3564.0,0.2357,43.138,CRITICAL,SAFE,MEDIUM
160834,Madhopur,25.566172,81.788373,840,177,2,9.0,1410,20000,20000,0,91.4778,9.6069,5,1,6.7955,61.5262,3564.0,0.2357,29.3423,MEDIUM,SAFE,LOW
160834,Madhopur,25.566172,81.788373,840,177,2,9.0,1410,20000,20000,0,287.664,6.0699,4,2,3.2634,67.3652,3564.0,0.2357,36.6996,HIGH,SAFE,MEDIUM
160834,Madhopur,25.566172,81.788373,840,177,2,9.0,1410,20000,20000,0,172.0412,9.1338,1,4,4.1945,63.9693,3564.0,0.2357,41.5874,MEDIUM,SAFE,MEDIUM
160834,Madhopur,25.566172,81.788373,840,177,2,9.0,1410,20000,20000,0,199.0159,2.8421,4,0,2.9569,42.9613,3564.0,0.2357,24.6004,LOW,SAFE,LOW
160835,Saraswatipur Urf Kaudihar,25.565551,81.772604,4956,1467,2,12.0,8540,40000,20000,3,254.417,4.2792,1,2,5.0692,58.8915,7420.5,0.6679,38.0364,MEDIUM,SAFE,MEDIUM
160835,Saraswatipur Urf Kaudihar,25.565551,81.772604,4956,1467,2,12.0,8540,40000,20000,3,334.3304,3.9897,1,4,7.7112,68.0768,7420.5,0.6679,46.7454,HIGH,SAFE,MEDIUM
160835,Saraswatipur Urf Kaudihar,25.565551,81.772604,4956,1467,2,12.0,8540,40000,20000,3,350.3532,5.8519,3,4,0.3757,78.8667,7420.5,0.6679,46.4978,CRITICAL,SAFE,MEDIUM
160835,Saraswatipur Urf Kaudihar,25.565551,81.772604,4956,1467,2,12.0,8540,40000,20000,3,0.0047,4.7491,5,5,0.5463,57.816,7420.5,0.6679,37.3244,MEDIUM,SAFE,MEDIUM
160835,Saraswatipur Urf Kaudihar,25.565551,81.772604,4956,1467,2,12.0,8540,40000,20000,3,92.1667,1.0133,3,3,3.1008,49.4077,7420.5,0.6679,39.8707,LOW,SAFE,MEDIUM
160836,Kasari,25.555759,81.778076,1314,465,2,15.0,2140,20000,5000,0,166.3776,7.8316,1,1,8.9604,52.3969,2356.0,0.5577,38.787,LOW,SAFE,MEDIUM
160836,Kasari,25.555759,81.778076,1314,465,2,15.0,2140,20000,5000,0,108.5754,2.1282,2,5,4.0575,60.8562,2356.0,0.5577,40.4889,MEDIUM,SAFE,MEDIUM
160836,Kasari,25.555759,81.778076,1314,465,2,15.0,2140,20000,5000,0,216.9884,2.3464,2,1,7.0932,51.559,2356.0,0.5577,34.0742,LOW,SAFE,MEDIUM
160836,Kasari,25.555759,81.778076,1314,465,2,15.0,2140,20000,5000,0,233.5091,9.57,1,5,2.6533,70.5302,2356.0,0.5577,48.6397,HIGH,SAFE,MEDIUM
160836,Kasari,25.555759,81.778076,1314,465,2,15.0,2140,20000,5000,0,285.7697,7.831,5,0,5.1385,61.5743,2356.0,0.5577,38.771,MEDIUM,SAFE,MEDIUM
160837,Faridpur,25.559678,81.791433,1211,712,2,15.0,2250,40000,20000,0,373.1699,8.4476,2,5,9.2099,100.0,4900.0,0.2471,62.8656,CRITICAL,SAFE,HIGH
160837,Faridpur,25.559678,81.791433,1211,712,2,15.0,2250,40000,20000,0,344.6764,3.4666,2,0,1.9524,50.7988,4900.0,0.2471,29.9316,LOW,SAFE,LOW
160837,Faridpur,25.559678,81.791433,1211,712,2,15.0,2250,40000,20000,0,391.4102,8.7088,0,3,6.7106,88.2794,4900.0,0.2471,46.3499,CRITICAL,SAFE,MEDIUM
160837,Faridpur,25.559678,81.791433,1211,712,2,15.0,2250,40000,20000,0,124.7936,5.3425,3,3,3.8436,63.9058,4900.0,0.2471,43.6782,MEDIUM,SAFE,MEDIUM
160837,Faridpur,25.559678,81.791433,1211,712,2,15.0,2250,40000,20000,0,93.9894,7.3438,2,5,5.4643,80.737,4900.0,0.2471,51.5713,CRITICAL,SAFE,MEDIUM
160838,Jalalpur Chandhan Urfpirthipur,25.56227,81.757962,2457,628,2,15.0,3730,20000,20000,1,345.0562,2.6133,5,2,9.5247,78.9246,4493.5,0.5468,45.844,CRITICAL,SAFE,MEDIUM
160838,Jalalpur Chandhan Urfpirthipur,25.56227,81.757962,2457,628,2,15.0,3730,20000,20000,1,323.516,7.0944,3,1,8.7141,75.0183,4493.5,0.5468,45.8387,HIGH,SAFE,MEDIUM
160838,Jalalpur Chandhan Urfpirthipur,25.56227,81.757962,2457,628,2,15.0,3730,20000,20000,1,100.1872,6.6239,2,1,8.3283,47.2249,4493.5,0.5468,33.204,LOW,SAFE,MEDIUM
160838,Jalalpur Chandhan Urfpirthipur,25.56227,81.757962,2457,628,2,15.0,3730,20000,20000,1,219.5435,3.5887,2,4,3.5296,55.6952,4493.5,0.5468,41.3004,MEDIUM,SAFE,MEDIUM
160838,Jalalpur Chandhan Urfpirthipur,25.56227,81.757962,2457,628,2,15.0,3730,20000,20000,1,293.0796,4.6407,5,2,3.5585,70.4495,4493.5,0.5468,40.0286,HIGH,SAFE,MEDIUM
160839,Jagdishpur Chandhan,25.552648,81.763744,2142,501,2,12.0,4190,40000,20000,0,271.0164,1.649,5,3,9.8205,77.1263,5676.0,0.3774,47.3533,CRITICAL,SAFE,MEDIUM
160839,Jagdishpur Chandhan,25.552648,81.763744,2142,501,2,12.0,4190,40000,20000,0,46.4764,8.029,5,4,1.0137,62.5802,5676.0,0.3774,34.8963,MEDIUM,SAFE,MEDIUM
160839,Jagdishpur Chandhan,25.552648,81.763744,2142,501,2,12.0,4190,40000,20000,0,172.8076,9.8233,1,5,5.187,71.7505,5676.0,0.3774,40.7064,HIGH,SAFE,MEDIUM
160839,Jagdishpur Chandhan,25.552648,81.763744,2142,501,2,12.0,4190,40000,20000,0,295.154,7.341,0,0,3.4652,40.1755,5676.0,0.3774,23.4686,LOW,SAFE,LOW
160839,Jagdishpur Chandhan,25.552648,81.763744,2142,501,2,12.0,4190,40000,20000,0,82.1332,5.3474,1,3,5.4961,43.959,5676.0,0.3774,31.7468,LOW,SAFE,MEDIUM
160840,Dasapur,25.548201,81.771124,1076,484,2,15.0,1860,40000,20000,0,238.1439,2.549,5,3,2.9729,72.2173,4744.0,0.2268,40.7073,HIGH,SAFE,MEDIUM
160840,Dasapur,25.548201,81.771124,1076,484,2,15.0,1860,40000,20000,0,249.4595,6.8365,5,4,0.1511,87.7896,4744.0,0.2268,52.71,CRITICAL,SAFE,MEDIUM
160840,Dasapur,25.548201,81.771124,1076,484,2,15.0,1860,40000,20000,0,244.003,3.8162,3,2,5.9767,63.5459,4744.0,0.2268,40.2582,MEDIUM,SAFE,MEDIUM
160840,Dasapur,25.548201,81.771124,1076,484,2,15.0,1860,40000,20000,0,235.0343,7.3103,0,4,4.0815,67.001,4744.0,0.2268,41.5686,HIGH,SAFE,MEDIUM
160840,Dasapur,25.548201,81.771124,1076,484,2,15.0,1860,40000,20000,0,101.2406,5.0523,0,1,3.9904,35.6427,4744.0,0.2268,28.0314,LOW,SAFE,LOW
160841,Duara Jagdishpur,25.552418,81.779393,1960,975,2,14.0,3520,40000,20000,0,268.9842,9.7931,0,1,0.0832,52.7346,5408.0,0.3624,34.1778,LOW,SAFE,MEDIUM
160841,Duara Jagdishpur,25.552418,81.779393,1960,975,2,14.0,3520,40000,20000,0,299.3537,9.2309,3,3,4.344,90.6048,5408.0,0.3624,56.9583,CRITICAL,SAFE,MEDIUM
160841,Duara Jagdishpur,25.552418,81.779393,1960,975,2,14.0,3520,40000,20000,0,255.0753,3.1782,3,4,0.9139,70.9268,5408.0,0.3624,44.382,HIGH,SAFE,MEDIUM
160841,Duara Jagdishpur,25.552418,81.779393,1960,975,2,14.0,3520,40000,20000,0,295.4893,1.1237,0,0,0.1581,32.0238,5408.0,0.3624,19.7027,LOW,SAFE,LOW
160841,Duara Jagdishpur,25.552418,81.779393,1960,975,2,14.0,3520,40000,20000,0,86.1378,6.3739,1,5,9.5149,70.7034,5408.0,0.3624,49.5037,HIGH,SAFE,MEDIUM
160842,Dharwandpur,25.542788,81.783845,578,159,2,16.0,900,30000,5000,0,329.1935,9.3944,4,5,3.9745,88.8469,2360.0,0.2449,49.9854,CRITICAL,SAFE,MEDIUM
160842,Dharwandpur,25.542788,81.783845,578,159,2,16.0,900,30000,5000,0,395.0638,3.6235,5,1,4.275,75.644,2360.0,0.2449,38.7443,CRITICAL,SAFE,MEDIUM
160842,Dharwandpur,25.542788,81.783845,578,159,2,16.0,900,30000,5000,0,133.4427,8.7867,0,5,8.5982,72.279,2360.0,0.2449,43.5254,HIGH,SAFE,MEDIUM
160842,Dharwandpur,25.542788,81.783845,578,159,2,16.0,900,30000,5000,0,255.1817,8.5028,3,1,6.4932,64.5409,2360.0,0.2449,39.1939,HIGH,SAFE,MEDIUM
160842,Dharwandpur,25.542788,81.783845,578,159,2,16.0,900,30000,5000,0,177.5678,1.1972,3,5,5.0263,64.7847,2360.0,0.2449,38.2767,HIGH,SAFE,MEDIUM
160843,Uthgi,25.536156,81.777693,2317,936,2,17.0,3850,40000,5000,0,370.8443,1.9485,2,5,0.1149,77.5539,4040.0,0.5735,49.0691,CRITICAL,SAFE,MEDIUM
160843,Uthgi,25.536156,81.777693,2317,936,2,17.0,3850,40000,5000,0,44.7522,5.6478,0,1,9.4253,42.281,4040.0,0.5735,36.6368,LOW,SAFE,MEDIUM
160843,Uthgi,25.536156,81.777693,2317,936,2,17.0,3850,40000,5000,0,330.5952,5.0158,3,4,0.0796,76.2688,4040.0,0.5735,50.3614,CRITICAL,SAFE,MEDIUM
160843,Uthgi,25.536156,81.777693,2317,936,2,17.0,3850,40000,5000,0,221.3521,3.2939,4,1,8.2856,59.582,4040.0,0.5735,43.4155,MEDIUM,SAFE,MEDIUM
160843,Uthgi,25.536156,81.777693,2317,936,2,17.0,3850,40000,5000,0,365.5154,9.5753,3,5,3.5442,99.7185,4040.0,0.5735,59.2953,CRITICAL,SAFE,MEDIUM
160844,Budauna,25.535592,81.767943,2558,753,2,14.0,4370,40000,20000,0,350.5278,1.9231,0,5,5.5337,62.3542,5748.0,0.445,41.6339,MEDIUM,SAFE,MEDIUM
160844,Budauna,25.535592,81.767943,2558,753,2,14.0,4370,40000,20000,0,343.5267,7.0925,0,3,8.5876,69.2669,5748.0,0.445,47.8922,HIGH,SAFE,MEDIUM
160844,Budauna,25.535592,81.767943,2558,753,2,14.0,4370,40000,20000,0,244.2187,2.4433,4,4,7.2193,72.8209,5748.0,0.445,37.9705,HIGH,SAFE,MEDIUM
160844,Budauna,25.535592,81.767943,2558,753,2,14.0,4370,40000,20000,0,171.8434,7.6656,4,1,5.3189,59.1206,5748.0,0.445,39.1335,MEDIUM,SAFE,MEDIUM
160844,Budauna,25.535592,81.767943,2558,753,2,14.0,4370,40000,20000,0,216.5478,4.1071,5,2,7.3241,73.5423,5748.0,0.445,49.0155,HIGH,SAFE,MEDIUM
160845,Sarai Kesho,25.535272,81.77358,179,34,2,16.0,310,40000,20000,0,47.366,2.907,2,5,1.6693,46.1733,4124.0,0.0434,26.0725,LOW,SAFE,LOW
160845,Sarai Kesho,25.535272,81.77358,179,34,2,16.0,310,40000,20000,0,134.2695,7.7445,2,4,4.1474,65.251,4124.0,0.0434,37.1201,HIGH,SAFE,MEDIUM
160845,Sarai Kesho,25.535272,81.77358,179,34,2,16.0,310,40000,20000,0,271.5914,4.7068,1,0,2.0367,43.3392,4124.0,0.0434,16.8527,LOW,SAFE,LOW
160845,Sarai Kesho,25.535272,81.77358,179,34,2,16.0,310,40000,20000,0,230.1638,1.1993,4,0,4.957,45.6093,4124.0,0.0434,26.5394,LOW,SAFE,LOW
160845,Sarai Kesho,25.535272,81.77358,179,34,2,16.0,310,40000,20000,0,392.1742,5.6106,4,4,7.648,94.0511,4124.0,0.0434,50.5635,CRITICAL,SAFE,MEDIUM
160846,Kasimpurjuda Urf Musepur,25.532594,81.790381,980,436,2,17.0,1750,40000,20000,0,380.5768,7.9884,5,0,8.5731,80.0648,4700.0,0.2085,49.7559,CRITICAL,SAFE,MEDIUM
160846,Kasimpurjuda Urf Musepur,25.532594,81.790381,980,436,2,17.0,1750,40000,20000,0,354.2479,2.9971,1,3,8.8156,74.6381,4700.0,0.2085,48.7378,HIGH,SAFE,MEDIUM
160846,Kasimpurjuda Urf Musepur,25.532594,81.790381,980,436,2,17.0,1750,40000,20000,0,301.0553,5.1855,5,0,4.8509,72.7849,4700.0,0.2085,38.9083,HIGH,SAFE,MEDIUM
160846,Kasimpurjuda Urf Musepur,25.532594,81.790381,980,436,2,17.0,1750,40000,20000,0,180.5176,2.651,1,0,8.8256,39.0642,4700.0,0.2085,28.1001,LOW,SAFE,LOW
160846,Kasimpurjuda Urf Musepur,25.532594,81.790381,980,436,2,17.0,1750,40000,20000,0,155.1304,8.2318,2,1,0.6697,51.2633,4700.0,0.2085,34.9534,LOW,SAFE,MEDIUM
160847,Tajpur Urf Bhikhampur,25.532802,81.755881,1074,405,2,14.0,1470,40000,20000,0,216.7044,9.7126,3,3,6.4832,77.3273,4588.0,0.2341,42.9591,CRITICAL,SAFE,MEDIUM
160847,Tajpur Urf Bhikhampur,25.532802,81.755881,1074,405,2,14.0,1470,40000,20000,0,321.5258,4.9013,4,2,0.4284,66.284,4588.0,0.2341,37.7372,HIGH,SAFE,MEDIUM
160847,Tajpur Urf Bhikhampur,25.532802,81.755881,1074,405,2,14.0,1470,40000,20000,0,291.6939,6.4757,5,3,4.6424,87.001,4588.0,0.2341,52.1829,CRITICAL,SAFE,MEDIUM
160847,Tajpur Urf Bhikhampur,25.532802,81.755881,1074,405,2,14.0,1470,40000,20000,0,283.5063,1.0753,2,1,6.6168,51.1663,4588.0,0.2341,32.4985,LOW,SAFE,MEDIUM
160847,Tajpur Urf Bhikhampur,25.532802,81.755881,1074,405,2,14.0,1470,40000,20000,0,321.7979,7.9553,0,3,7.6652,77.2388,4588.0,0.2341,46.4531,CRITICAL,SAFE,MEDIUM
160848,Khizirpur Uperhar,25.523814,81.754316,1959,735,2,14.0,2730,40000,20000,0,300.6988,8.227,1,3,1.4032,72.6105,5092.0,0.3847,47.8487,HIGH,SAFE,MEDIUM
160848,Khizirpur Uperhar,25.523814,81.754316,1959,735,2,14.0,2730,40000,20000,0,296.9013,2.5289,0,3,3.9076,53.1833,5092.0,0.3847,34.0569,MEDIUM,SAFE,MEDIUM
160848,Khizirpur Uperhar,25.523814,81.754316,1959,735,2,14.0,2730,40000,20000,0,242.1647,4.8985,1,3,8.5258,70.7456,5092.0,0.3847,45.0736,HIGH,SAFE,MEDIUM
160848,Khizirpur Uperhar,25.523814,81.754316,1959,735,2,14.0,2730,40000,20000,0,122.7618,4.7347,2,5,3.8621,59.4212,5092.0,0.3847,41.6685,MEDIUM,SAFE,MEDIUM
160848,Khizirpur Uperhar,25.523814,81.754316,1959,735,2,14.0,2730,40000,20000,0,239.9085,8.7536,5,3,7.2434,88.1648,5092.0,0.3847,55.7791,CRITICAL,SAFE,MEDIUM
160849,Sarai Shah,25.524528,81.770209,72,83,0,15.0,140,5000,20000,0,233.8672,2.2029,2,1,4.5078,69.6824,2306.0,0.0312,51.7339,HIGH,SAFE,MEDIUM
160849,Sarai Shah,25.524528,81.770209,72,83,0,15.0,140,5000,20000,0,219.7371,5.7993,2,5,7.4823,99.7565,2306.0,0.0312,62.2834,CRITICAL,SAFE,HIGH
160849,Sarai Shah,25.524528,81.770209,72,83,0,15.0,140,5000,20000,0,330.3671,5.168,5,4,6.5471,100.0,2306.0,0.0312,67.3258,CRITICAL,SAFE,HIGH
160849,Sarai Shah,25.524528,81.770209,72,83,0,15.0,140,5000,20000,0,184.6092,9.8498,3,1,6.9895,84.056,2306.0,0.0312,50.5858,CRITICAL,SAFE,MEDIUM
160849,Sarai Shah,25.524528,81.770209,72,83,0,15.0,140,5000,20000,0,12.4596,3.3362,5,4,8.7919,88.3529,2306.0,0.0312,56.9486,CRITICAL,SAFE,MEDIUM
160850,Ziyauddinpur,25.523583,81.779679,264,41,0,15.0,500,5000,20000,0,15.5917,7.0016,5,0,8.9792,53.4401,2450.0,0.1078,31.7235,MEDIUM,SAFE,MEDIUM
160850,Ziyauddinpur,25.523583,81.779679,264,41,0,15.0,500,5000,20000,0,360.3844,9.9654,5,1,8.4487,92.8915,2450.0,0.1078,41.5692,CRITICAL,SAFE,MEDIUM
160850,Ziyauddinpur,25.523583,81.779679,264,41,0,15.0,500,5000,20000,0,26.9024,1.8543,3,3,3.2664,49.6258,2450.0,0.1078,31.4114,LOW,SAFE,MEDIUM
160850,Ziyauddinpur,25.523583,81.779679,264,41,0,15.0,500,5000,20000,0,343.2093,9.9787,2,4,3.181,86.3014,2450.0,0.1078,48.5211,CRITICAL,SAFE,MEDIUM
160850,Ziyauddinpur,25.523583,81.779679,264,41,0,15.0,500,5000,20000,0,5.4794,1.722,4,2,0.1574,36.4915,2450.0,0.1078,25.8831,LOW,SAFE,LOW
160851,Fatehpur Budauna,25.525673,81.790798,192,38,2,17.0,360,30000,5000,0,53.0578,5.6047,1,2,9.3841,37.2258,2144.0,0.0896,20.2179,LOW,SAFE,LOW
160851,Fatehpur Budauna,25.525673,81.790798,192,38,2,17.0,360,30000,5000,0,156.2374,1.624,4,2,4.4229,47.7733,2144.0,0.0896,32.3764,LOW,SAFE,MEDIUM
160851,Fatehpur Budauna,25.525673,81.790798,192,38,2,17.0,360,30000,5000,0,91.5502,6.3717,2,5,3.7149,68.0506,2144.0,0.0896,42.7666,HIGH,SAFE,MEDIUM
160851,Fatehpur Budauna,25.525673,81.790798,192,38,2,17.0,360,30000,5000,0,187.7141,4.9875,1,3,8.6105,60.1298,2144.0,0.0896,34.583,MEDIUM,SAFE,MEDIUM
160851,Fatehpur Budauna,25.525673,81.790798,192,38,2,17.0,360,30000,5000,0,201.6015,9.5428,4,1,3.6243,65.2966,2144.0,0.0896,35.5462,HIGH,SAFE,MEDIUM
160852,Tekari,25.518573,81.790995,1122,211,0,15.0,1350,5000,20000,0,21.7563,6.7983,0,0,0.698,33.621,2790.0,0.4022,24.0302,LOW,SAFE,LOW
160852,Tekari,25.518573,81.790995,1122,211,0,15.0,1350,5000,20000,0,324.1034,4.7244,3,5,4.5517,90.3799,2790.0,0.4022,53.0533,CRITICAL,SAFE,MEDIUM
160852,Tekari,25.518573,81.790995,1122,211,0,15.0,1350,5000,20000,0,67.8914,1.1723,0,2,6.9964,37.3535,2790.0,0.4022,29.4227,LOW,SAFE,LOW
160852,Tekari,25.518573,81.790995,1122,211,0,15.0,1350,5000,20000,0,384.3681,5.8234,1,5,8.8162,94.2884,2790.0,0.4022,55.1611,CRITICAL,SAFE,MEDIUM
160852,Tekari,25.518573,81.790995,1122,211,0,15.0,1350,5000,20000,0,257.031,1.707,2,3,3.5492,57.272,2790.0,0.4022,35.6915,MEDIUM,SAFE,MEDIUM
160853,Dilshadpur,25.515486,81.778407,37,44,0,15.0,100,5000,20000,0,242.7388,8.9288,5,5,5.9678,100.0,2290.0,0.0162,66.9957,CRITICAL,SAFE,HIGH
160853,Dilshadpur,25.515486,81.778407,37,44,0,15.0,100,5000,20000,0,273.3815,4.379,0,2,2.0055,75.3039,2290.0,0.0162,50.058,HIGH,SAFE,MEDIUM
160853,Dilshadpur,25.515486,81.778407,37,44,0,15.0,100,5000,20000,0,241.2158,6.5709,4,5,1.2794,100.0,2290.0,0.0162,60.012,CRITICAL,SAFE,HIGH
