people_trapped,injured_people,critical_injuries,children_elderly,water_level,building_damage,hours_trapped,communication_available,severity_score,severity
10,8,0,2,3.600577508325533,3,1.1464484264869528,1,100.0,CRITICAL
17,6,0,7,3.1280044110022134,1,14.293325920851437,1,100.0,CRITICAL
16,14,14,3,0.9030790762885199,1,20.421170837678247,0,100.0,CRITICAL
15,2,2,6,1.4781612578127579,3,14.097921151941545,1,100.0,CRITICAL
12,9,2,9,9.962404942839585,0,10.212961546656404,0,100.0,CRITICAL
9,6,2,7,3.630412746995504,4,1.8427179340871929,0,100.0,CRITICAL
12,10,7,8,8.05372451852224,5,17.526519183711947,0,100.0,CRITICAL
12,2,0,1,7.172929432948444,0,1.7913914386203773,1,99.74724826030176,CRITICAL
19,2,0,2,5.641610495695367,4,14.349945235439193,0,100.0,CRITICAL
17,17,16,8,4.498132522315518,2,22.02304574510267,1,100.0,CRITICAL
16,12,1,6,6.6527464362673445,2,10.058648264887946,0,100.0,CRITICAL
10,0,0,6,5.842131639397371,0,18.483962226692025,1,100.0,CRITICAL
10,9,3,3,7.339110716370888,3,19.195461525967836,1,100.0,CRITICAL
2,0,0,0,9.938430053320369,5,0.24818450549783933,1,93.47938495984498,CRITICAL
1,0,0,7,3.1490022148774144,3,21.958558936277267,1,100.0,CRITICAL
16,16,8,9,3.339500323419564,2,4.530719031597939,1,100.0,CRITICAL
10,3,2,8,6.891514097243435,3,6.7847622475368565,1,100.0,CRITICAL
15,0,0,3,8.445292089878121,1,20.898591903381732,0,100.0,CRITICAL
15,2,0,0,1.899482000970607,2,16.478189129846253,0,100.0,CRITICAL
6,6,0,8,8.546858887004406,4,8.924591246562596,0,100.0,CRITICAL
17,1,0,4,8.964326014416867,5,2.10911052211784,1,100.0,CRITICAL
13,12,12,5,3.9486239602213025,4,9.269584937636512,0,100.0,CRITICAL
1,1,0,1,2.6655387707534164,3,23.19197366858974,0,100.0,CRITICAL
18,9,8,4,4.005793813564403,4,2.5107851111858484,1,100.0,CRITICAL
2,2,0,0,1.8662558044425748,4,20.30716193383815,0,100.0,CRITICAL
3,0,0,2,0.5918568072298058,0,7.807231986722048,0,49.088972233453894,MEDIUM
11,5,5,0,7.9725414925406834,0,15.70952104204953,0,100.0,CRITICAL
1,1,1,0,5.698227322859369,4,15.157044373278797,0,100.0,CRITICAL
6,3,2,8,4.941081167661036,2,7.814142055924544,1,100.0,CRITICAL
16,10,0,5,2.1398757527396417,5,1.303033865866385,0,100.0,CRITICAL
15,1,0,7,5.524210533589788,4,3.571647325778894,0,100.0,CRITICAL
9,4,4,4,4.016456063191573,5,13.58037073107296,1,100.0,CRITICAL
12,9,9,8,5.061882801450938,1,22.772591650156276,0,100.0,CRITICAL
10,7,7,3,0.9079123247489473,2,22.218434092837313,1,100.0,CRITICAL
7,7,3,9,9.228077047159196,5,2.723346961621095,1,100.0,CRITICAL
10,0,0,7,7.641753214123845,1,21.00549346796548,1,100.0,CRITICAL
7,1,1,5,7.411923669569832,5,5.6114271334735735,0,100.0,CRITICAL
6,0,0,9,5.817784572584872,1,21.836907308372716,1,100.0,CRITICAL
13,3,2,4,2.276553214875711,3,18.203849489576616,0,100.0,CRITICAL
11,6,0,4,1.03587665961265,0,23.070333074291355,1,100.0,CRITICAL
8,2,2,2,3.614003800426894,3,10.601483048746381,0,100.0,CRITICAL
5,5,0,3,4.128041356461844,5,17.558047990629895,1,100.0,CRITICAL
3,1,0,9,7.610294165349256,1,17.646597703140532,1,100.0,CRITICAL
4,0,0,4,1.4813058033186444,3,11.908123971095641,0,92.0614929218252,CRITICAL
4,0,0,8,8.168405763378763,3,23.388448553760387,0,100.0,CRITICAL
9,6,0,9,4.428916595164145,2,5.847895797570785,1,100.0,CRITICAL
1,1,1,2,7.999579230227235,3,23.669136531894065,0,100.0,CRITICAL
15,7,1,4,4.947201637557297,2,19.490847129499222,0,100.0,CRITICAL
13,9,5,8,0.5153778563396638,3,14.786333027820785,0,100.0,CRITICAL
5,0,0,0,6.080757346779655,5,1.8140772716462976,1,88.41023073617752,CRITICAL
18,13,5,4,4.271991839131896,3,6.224707741752057,1,100.0,CRITICAL
5,5,4,3,4.593031784711139,1,20.190772469462615,0,100.0,CRITICAL
11,8,4,0,7.825875823263543,1,17.475686729800554,0,100.0,CRITICAL
3,1,1,0,2.2257452150440282,4,23.10462062704162,1,100.0,CRITICAL
4,2,2,6,0.256486716465113,4,9.522894344279203,1,100.0,CRITICAL
7,1,0,5,2.861522680392916,2,21.466894748940327,0,100.0,CRITICAL
4,2,0,0,1.5511039204628951,1,20.683825062316473,1,87.79948980453936,CRITICAL
3,3,1,3,3.4381540839554834,4,23.18722407357667,1,100.0,CRITICAL
10,0,0,6,2.0802070216113746,5,6.53880797595605,0,100.0,CRITICAL
11,7,1,5,0.9703042467664547,3,11.868775782658041,1,100.0,CRITICAL
18,16,9,9,8.275722862679896,1,1.9431213920222827,0,100.0,CRITICAL
1,1,0,1,2.0943765784350523,5,14.182002801788336,1,82.79357886532445,CRITICAL
9,0,0,8,3.63807946539945,5,17.57573631636025,0,100.0,CRITICAL
17,15,9,9,0.018735934348104166,3,5.712280181040451,0,100.0,CRITICAL
12,2,2,2,7.717034731745437,3,4.071654761974048,0,100.0,CRITICAL
1,0,0,1,4.632779888600482,5,15.34873639040443,1,100.0,CRITICAL
7,2,0,0,8.646773052601073,2,9.43506610315982,1,100.0,CRITICAL
14,11,8,2,0.5282861275969386,1,10.237543018626386,1,100.0,CRITICAL
9,6,5,5,1.6381329567919867,3,11.306883819942524,1,100.0,CRITICAL
12,5,4,9,2.5769366865949364,2,12.275384750275926,1,100.0,CRITICAL
8,5,5,0,8.881586268872738,0,4.6926234518111745,0,100.0,CRITICAL
7,1,0,1,3.5404095634792054,0,13.865709629783803,0,94.76180667813362,CRITICAL
14,0,0,8,1.8689672528983148,3,1.6583268183516573,0,100.0,CRITICAL
2,1,0,0,8.014671462138262,3,2.724255860100982,1,74.11850899966963,HIGH
2,2,1,0,3.0232369070617104,0,17.07668177440237,1,81.92312373765796,CRITICAL
17,2,2,8,3.496279819387124,4,17.554427195177496,1,100.0,CRITICAL
10,2,1,2,6.546180970573632,2,6.391700077165927,0,100.0,CRITICAL
5,2,2,5,3.8381685606259763,3,4.432708968614554,1,100.0,CRITICAL
1,0,0,2,0.16469173415328608,0,1.2958256876780059,1,8.191806180701215,LOW
5,0,0,1,9.891558593766867,0,10.053267268140795,0,100.0,CRITICAL
4,4,3,2,2.3865695627070527,0,12.217079903563185,1,100.0,CRITICAL
12,1,1,9,2.4436298750412533,0,21.58702162669237,0,100.0,CRITICAL
14,3,2,3,1.3393911851612372,0,0.05903899258948808,1,94.18331217307744,CRITICAL
11,6,6,0,1.579654581515636,0,9.740669639252935,1,100.0,CRITICAL
4,3,1,2,5.019713932230635,3,10.062761821381757,1,100.0,CRITICAL
9,9,7,6,9.397417933467686,5,21.277294272955032,0,100.0,CRITICAL
3,0,0,1,6.972004507618061,5,4.7049541760850015,1,81.19176314262837,CRITICAL
3,1,0,6,6.575784571678969,2,1.5884980925268408,0,98.61489231521925,CRITICAL
3,3,1,3,3.6148444392090173,0,9.158643148964273,1,94.47992207163855,CRITICAL
7,7,6,6,8.131040418425528,0,14.695619471587115,1,100.0,CRITICAL
1,0,0,2,4.733532393622194,5,20.595466653560358,1,100.0,CRITICAL
13,4,0,6,4.575207916699523,0,6.456541688649981,1,100.0,CRITICAL
4,1,0,9,9.945094948888878,0,6.0314751949338,0,100.0,CRITICAL
12,8,4,6,6.0894525103657,0,7.823439934935788,0,100.0,CRITICAL
8,1,1,2,8.68181241659106,1,2.8375965136786183,0,100.0,CRITICAL
19,18,13,5,5.245694699864176,1,23.453166115812444,1,100.0,CRITICAL
6,0,0,8,1.617294752195786,0,12.974826415833219,1,89.71399228354078,CRITICAL
10,4,3,6,9.872599757454935,0,6.533356904549918,0,100.0,CRITICAL
13,4,0,4,6.556711967264288,4,8.681691082029127,0,100.0,CRITICAL
3,2,1,0,1.486855538711055,4,20.782947021871635,0,100.0,CRITICAL
9,3,3,7,7.400499779747322,2,16.16938730389491,0,100.0,CRITICAL
10,7,5,3,4.391558691674905,1,13.276939608919651,1,100.0,CRITICAL
13,0,0,1,8.223887363784643,3,17.395377039822883,1,100.0,CRITICAL
16,11,10,8,2.7707480486946103,2,18.139754024600048,1,100.0,CRITICAL
8,5,5,2,9.423204558332058,2,4.6610585848007675,1,100.0,CRITICAL
11,6,1,5,2.972388592972118,0,3.808308829587931,0,100.0,CRITICAL
2,0,0,2,9.972729657191357,0,23.200713264196178,0,100.0,CRITICAL
19,11,11,6,7.001741165559755,3,4.457418424451568,1,100.0,CRITICAL
2,2,2,1,9.712893999279888,4,11.154285556385316,0,100.0,CRITICAL
6,1,0,3,7.241608245153593,0,23.586737081185326,1,100.0,CRITICAL
16,14,6,9,7.5416014274023455,1,10.013099969469085,0,100.0,CRITICAL
16,10,0,8,1.2137827217369768,3,12.356376534639686,1,100.0,CRITICAL
7,1,0,7,0.1500882253143565,5,19.160723913922837,1,100.0,CRITICAL
11,4,4,7,0.864027711144173,3,8.169442901056707,1,100.0,CRITICAL
16,15,8,7,4.372746482222583,0,10.34481221589025,0,100.0,CRITICAL
6,0,0,6,4.020798544321092,3,7.972159962365174,0,100.0,CRITICAL
5,3,1,5,1.8384591561310104,4,6.897522373965218,1,100.0,CRITICAL
9,4,4,7,0.4345888817853705,0,11.323634378325828,0,100.0,CRITICAL
3,1,1,6,6.920950883153376,4,17.901248550103105,0,100.0,CRITICAL
8,5,0,0,1.9785282509624513,4,20.814914537951886,1,100.0,CRITICAL
8,8,0,5,9.785584365247077,5,11.282767905876595,0,100.0,CRITICAL
17,13,8,7,1.0344550423041066,1,7.704087759812437,0,100.0,CRITICAL
6,5,3,4,3.6356031975846337,0,21.87822361145249,0,100.0,CRITICAL
12,8,0,5,4.7892487343489965,1,8.062219503231773,0,100.0,CRITICAL
6,3,3,1,2.184942023870071,1,18.60011433565378,0,100.0,CRITICAL
15,15,7,1,5.033415515112717,3,17.966866971781236,0,100.0,CRITICAL
11,4,2,1,1.2447595380894372,2,1.1946185156949856,0,100.0,CRITICAL
10,10,10,5,0.016409835308522913,0,4.263346396682717,1,100.0,CRITICAL
2,1,1,4,6.982024182993346,4,13.74832479364739,1,100.0,CRITICAL
6,5,5,5,8.345482993210089,5,20.823056244380773,0,100.0,CRITICAL
19,19,5,5,5.746940444675501,3,14.25583457041992,0,100.0,CRITICAL
17,11,7,3,2.285015629291347,1,17.825041866348307,0,100.0,CRITICAL
9,0,0,6,3.9456277253751537,5,17.625885328620566,0,100.0,CRITICAL
2,2,0,8,6.262953875095093,1,11.864792780349836,0,100.0,CRITICAL
4,0,0,6,0.3255009564686062,0,13.459256449366137,1,63.7112331101499,HIGH
9,5,3,5,0.9422457197462664,3,1.710757357437557,0,100.0,CRITICAL
8,2,2,2,9.581958336907732,5,22.26557661594458,0,100.0,CRITICAL
4,0,0,5,6.785324207481471,5,16.184308949473664,0,100.0,CRITICAL
1,1,0,7,6.969974599141741,4,3.707926101895641,0,100.0,CRITICAL
11,3,0,7,1.025033916938235,1,5.856133910720504,0,100.0,CRITICAL
11,0,0,3,2.3294892906927034,3,0.1116509828023009,0,99.19845797126347,CRITICAL
7,1,1,4,3.9114685429453777,4,6.3361856093814914,1,100.0,CRITICAL
18,17,8,3,2.0523464648573575,3,7.598913351406514,1,100.0,CRITICAL
8,2,2,1,8.094602110302024,1,16.395347370257568,0,100.0,CRITICAL
15,9,3,4,6.06444381344194,1,11.439778370382113,1,100.0,CRITICAL
10,9,7,0,1.9683092685801107,4,20.226685460129044,0,100.0,CRITICAL
14,6,5,1,7.709077331737927,3,2.082890686116147,1,100.0,CRITICAL
2,2,2,6,5.407200962207178,1,16.968522803480703,0,100.0,CRITICAL
10,4,4,4,2.0785140279543746,3,20.997459679076833,1,100.0,CRITICAL
19,12,6,9,8.428535161476322,0,10.111849925307897,0,100.0,CRITICAL
15,1,0,7,2.099643176126327,4,6.9296046959967,1,100.0,CRITICAL
2,0,0,5,6.906279850601865,2,10.693611698331907,1,89.66173011921202,CRITICAL
17,8,2,7,3.9990945908909117,4,18.93221884499726,1,100.0,CRITICAL
3,0,0,1,7.494608729630826,1,22.056992424506728,0,100.0,CRITICAL
4,0,0,7,4.2346131784095835,3,1.5741121941918914,1,85.02981321813203,CRITICAL
5,0,0,8,2.8661725315451236,5,12.684450032296315,1,100.0,CRITICAL
12,5,4,7,9.610054221294401,4,15.353044320438242,1,100.0,CRITICAL
19,11,3,6,7.587223420957172,2,0.4194262678823737,0,100.0,CRITICAL
12,0,0,7,8.276484830972077,0,4.349957804048516,0,100.0,CRITICAL
5,3,2,1,3.1288871753576997,1,1.501477946547431,0,96.40034802704568,CRITICAL
15,12,2,5,3.4795041172142884,3,6.968861518307421,0,100.0,CRITICAL
18,7,0,6,1.7280526460754642,0,4.9297191236754685,0,100.0,CRITICAL
19,3,0,8,4.467450627213914,1,11.683207267245454,1,100.0,CRITICAL
3,1,0,2,9.969648042706865,4,15.728195800170841,0,100.0,CRITICAL
2,2,2,5,5.89486922086297,4,20.213221131625506,1,100.0,CRITICAL
11,7,4,7,7.2424983482494625,2,7.303417159515778,1,100.0,CRITICAL
14,5,3,3,7.374928782670248,5,1.2097542131946701,0,100.0,CRITICAL
5,4,0,4,2.0279568022330374,0,0.09235605549581027,1,64.80592863530889,HIGH
13,3,2,1,0.5602752312122194,4,20.269240188660113,0,100.0,CRITICAL
8,6,5,9,1.215941465027337,2,21.075252349811155,1,100.0,CRITICAL
6,4,4,6,7.196912889089386,3,2.423823845600058,0,100.0,CRITICAL
12,10,1,7,4.557921789377196,3,0.24422206571625793,1,100.0,CRITICAL
7,4,3,5,9.046796551355179,0,19.20637179638399,1,100.0,CRITICAL
11,10,7,8,3.6650244456368988,3,15.377473280494312,0,100.0,CRITICAL
8,0,0,2,1.0267177443955344,4,13.3474676473746,0,100.0,CRITICAL
9,2,0,8,9.68468380172259,3,12.796871395598824,1,100.0,CRITICAL
4,2,1,8,4.007060060271997,4,18.57023922633458,0,100.0,CRITICAL
5,0,0,8,8.482005161865002,2,7.039545461917022,0,100.0,CRITICAL
4,3,2,5,0.46047532246735856,4,9.338751601137105,0,100.0,CRITICAL
12,1,0,8,3.59346525844955,4,1.8684270481416139,0,100.0,CRITICAL
18,11,11,6,5.943873319619693,0,13.587112537709578,1,100.0,CRITICAL
15,9,8,7,5.240939389963009,3,23.05947651122453,1,100.0,CRITICAL
8,0,0,7,7.276967803441181,4,6.812405129151646,0,100.0,CRITICAL
11,11,11,7,8.830432113095435,0,22.30199367444544,0,100.0,CRITICAL
14,12,11,2,7.586001009844404,0,17.500977606560628,1,100.0,CRITICAL
7,5,5,5,3.1011547889007263,0,5.613108549539321,0,100.0,CRITICAL
16,6,3,6,9.693385275437688,1,15.908504551254786,1,100.0,CRITICAL
8,3,2,3,9.19068757024888,0,8.789615547399084,0,100.0,CRITICAL
11,4,3,3,6.300363098597691,0,2.9352485001012463,1,100.0,CRITICAL
1,0,0,6,5.09978023873925,4,2.2253209867564134,1,99.16512510543494,CRITICAL
17,12,1,1,5.16420167200611,0,0.41346020192929345,0,100.0,CRITICAL
7,5,0,7,7.351990839655615,0,19.14740363723205,0,100.0,CRITICAL
18,7,2,5,4.8342463133914375,1,21.236394240699195,1,100.0,CRITICAL
12,12,0,8,9.864622291530248,1,11.580919580063561,1,100.0,CRITICAL
5,1,1,4,7.104970092237729,0,12.478218160879372,0,100.0,CRITICAL
6,5,1,9,2.3817255361199408,0,16.598069766852518,0,100.0,CRITICAL
2,1,0,9,6.584779767860683,4,16.82180094177896,1,100.0,CRITICAL
12,2,1,0,4.844359592084996,4,7.779066080824466,0,100.0,CRITICAL
11,8,1,6,1.598552162111443,1,3.820364633493477,0,100.0,CRITICAL
4,4,1,3,5.188364911387162,4,10.330013068468793,0,100.0,CRITICAL
7,0,0,9,8.58983647080861,3,16.728325067645727,0,100.0,CRITICAL
5,0,0,3,0.24631505812955923,5,19.300996724327266,1,100.0,CRITICAL
11,7,3,2,8.512432359435017,2,2.1398959107049595,0,100.0,CRITICAL
16,13,8,4,6.851588471016806,1,14.119547028328899,1,100.0,CRITICAL
10,6,4,5,7.2566198294983995,1,1.2983339843239685,1,100.0,CRITICAL
9,6,1,2,8.926311953735,4,19.794714134736658,0,100.0,CRITICAL
6,2,1,7,9.437187473540439,2,16.003352823293504,1,100.0,CRITICAL
13,3,0,1,2.951400401389396,2,16.71901827922313,1,100.0,CRITICAL
4,2,2,6,9.191274117464896,0,18.2812422358784,1,100.0,CRITICAL
11,9,7,0,2.1654034960023614,1,11.895416593638426,0,100.0,CRITICAL
11,2,2,8,1.4437517029157254,0,7.17354975068724,1,100.0,CRITICAL
16,1,1,8,5.548421600405188,4,18.85593692214395,0,100.0,CRITICAL
19,1,1,4,9.276566428226717,2,18.656868028696245,1,100.0,CRITICAL
6,6,5,1,0.5438766682076235,0,3.2386378631699904,0,100.0,CRITICAL
17,15,14,5,5.280240623292957,2,21.66629579000499,1,100.0,CRITICAL
18,11,3,9,6.7850813495749005,5,5.309110094871481,1,100.0,CRITICAL
4,1,0,4,7.454233978711896,0,7.35502415349686,1,89.32466342399677,CRITICAL
18,9,9,3,5.039187934570891,0,5.181992702376507,0,100.0,CRITICAL
11,6,3,1,5.749055364175924,2,23.174333059457314,0,100.0,CRITICAL
12,8,4,4,4.536805706219295,4,7.187073360852418,1,100.0,CRITICAL
10,3,3,7,7.232601333394941,5,23.313662111346495,1,100.0,CRITICAL
3,1,1,1,3.79242354917415,3,15.310529410375498,1,100.0,CRITICAL
15,12,5,6,2.8039116760150726,3,4.237551455085839,1,100.0,CRITICAL
18,4,4,2,2.6276694123672284,1,13.292225322170715,0,100.0,CRITICAL
16,16,4,5,6.53385491060925,5,21.174343484143964,0,100.0,CRITICAL
7,1,0,3,9.245878959345392,3,13.480194875046362,0,100.0,CRITICAL
11,3,1,5,2.736441972618686,5,3.1822919976361197,1,100.0,CRITICAL
10,0,0,1,2.4983354295205285,2,6.886443889059079,1,65.96366545741908,HIGH
9,0,0,9,7.156620515810841,1,5.395377240534486,0,100.0,CRITICAL
18,6,4,4,0.09140344527811428,3,3.020534523443124,1,100.0,CRITICAL
13,2,2,1,8.342256031660131,5,7.8548735359454565,1,100.0,CRITICAL
10,8,8,7,3.7928206487491236,3,15.86550620457016,0,100.0,CRITICAL
12,10,4,8,9.016791241684711,0,9.180236093708723,1,100.0,CRITICAL
13,6,5,7,7.085607518916631,0,10.651241636198051,0,100.0,CRITICAL
5,2,1,0,7.927318709561979,3,7.695831952933639,1,100.0,CRITICAL
12,5,0,4,1.7119984117104015,5,23.867323555568376,0,100.0,CRITICAL
4,1,0,3,3.6418117958117078,5,14.068745079342449,0,100.0,CRITICAL
3,0,0,3,2.805706383210518,5,20.013177930088816,1,100.0,CRITICAL
14,7,6,6,7.151021924670497,1,10.591896192488367,0,100.0,CRITICAL
3,3,0,9,0.22743739221826487,2,4.047295911935971,0,98.84260819684265,CRITICAL
2,1,0,9,6.192275869973146,5,20.323383586523235,0,100.0,CRITICAL
8,7,7,3,8.681037132409402,3,18.32242848296155,0,100.0,CRITICAL
7,0,0,0,0.43715167122635346,2,7.9154154540588095,0,62.441081195745994,HIGH
2,1,1,2,2.9069417797787853,5,14.554022423853112,1,100.0,CRITICAL
18,17,17,7,2.0794883863861813,1,2.2432342460008545,1,100.0,CRITICAL
17,7,7,9,9.980960736094993,4,0.6317378947925736,1,100.0,CRITICAL
14,3,0,6,9.856243362363589,1,19.578221009032134,1,100.0,CRITICAL
12,0,0,1,1.24321863393134,4,22.606270565566014,0,100.0,CRITICAL
18,4,3,6,1.9477028576390254,0,8.257432397260262,1,100.0,CRITICAL
17,2,1,1,0.22962873185163324,2,14.341755527585203,1,100.0,CRITICAL
16,6,5,5,5.662301087246946,0,17.214992058912546,0,100.0,CRITICAL
10,0,0,7,6.858434463175417,2,17.905020996368325,1,100.0,CRITICAL
4,2,1,2,6.545080552929059,1,11.54570961270981,1,100.0,CRITICAL
2,1,0,2,2.599941312762122,3,14.718773546798857,1,78.24845109954082,CRITICAL
5,5,1,7,2.0329882172693567,3,15.769265482731967,1,100.0,CRITICAL
14,13,13,7,0.557403605648209,4,2.478127190573182,0,100.0,CRITICAL
10,7,6,9,6.326611691098073,3,15.482654690248506,1,100.0,CRITICAL
8,5,1,5,2.455002931908962,2,12.260584222727724,0,100.0,CRITICAL
1,0,0,0,0.8871723789599373,3,9.083988702056706,1,47.88975613054733,MEDIUM
9,3,1,2,3.545123632733822,0,6.28166878313133,0,100.0,CRITICAL
5,1,0,9,1.4846865141380527,5,15.310066964519818,0,100.0,CRITICAL
9,4,0,6,5.0624333888195565,3,4.002214155214944,0,100.0,CRITICAL
9,9,2,1,1.4911834880227015,0,19.460045928061422,1,100.0,CRITICAL
18,11,11,8,9.885843941494613,4,4.123136924337338,0,100.0,CRITICAL
5,4,4,8,3.3556608983598823,4,18.518815119085033,0,100.0,CRITICAL
16,16,11,1,4.748933953506823,1,19.618011930534294,1,100.0,CRITICAL
2,2,2,5,5.966376050939154,1,22.551698975129803,1,100.0,CRITICAL
4,3,0,1,8.506310727408158,1,11.118986101661067,0,100.0,CRITICAL
18,11,3,0,9.47964964014845,0,1.5284891981173319,1,100.0,CRITICAL
5,4,0,9,3.669630314102256,1,16.264368519852017,1,100.0,CRITICAL
8,0,0,8,4.235366694207948,4,6.782939741468249,1,100.0,CRITICAL
12,3,3,4,1.5096218706071807,3,2.2254374899349365,1,100.0,CRITICAL
14,10,6,0,1.8964881291935154,0,20.53838261325881,1,100.0,CRITICAL
17,4,0,6,7.222177168312464,1,3.3536969647413573,1,100.0,CRITICAL
12,10,3,2,4.352772728632365,1,12.152909720027811,0,100.0,CRITICAL
2,0,0,5,8.422681165290628,4,18.92427766956464,1,100.0,CRITICAL
4,3,1,3,5.291458203290157,3,4.778253962872251,0,100.0,CRITICAL
11,4,4,2,2.827021405646412,2,21.519250590552463,1,100.0,CRITICAL
12,12,5,5,6.793083267282066,3,7.9580947329975,1,100.0,CRITICAL
19,13,6,7,4.727643016353903,1,9.514019175986947,1,100.0,CRITICAL
2,1,0,5,8.902230687906552,1,3.155843222776342,1,91.49613001410478,CRITICAL
10,10,5,5,3.7184466835295193,3,15.467035958267594,0,100.0,CRITICAL
10,5,0,4,2.546806713739622,3,11.88758828630227,0,100.0,CRITICAL
2,2,2,4,4.394388998915893,4,23.37985005985984,1,100.0,CRITICAL
19,9,0,0,8.490534412765031,2,16.759915582215733,0,100.0,CRITICAL
4,0,0,3,8.244069457483128,0,18.215805059409263,0,100.0,CRITICAL
18,5,5,7,8.934731339471313,0,4.778029427230006,0,100.0,CRITICAL
18,2,2,5,8.496424838226847,2,17.10651479554302,1,100.0,CRITICAL
14,2,2,6,3.301368850502845,4,13.377468037270106,0,100.0,CRITICAL
13,2,2,8,5.92232896413684,3,9.691987403482813,0,100.0,CRITICAL
15,5,3,7,7.947020274892207,1,18.783826348123725,1,100.0,CRITICAL
15,7,6,3,8.391115399341128,2,23.485137009781873,0,100.0,CRITICAL
4,3,2,6,4.017564875116774,4,2.274758138721495,1,100.0,CRITICAL
15,2,2,2,5.135922192034107,5,18.933347384920417,1,100.0,CRITICAL
14,2,1,4,2.906685204201657,2,22.067508491874378,0,100.0,CRITICAL
7,4,0,2,6.978333734536028,1,7.564461780390021,0,100.0,CRITICAL
17,5,0,6,6.718605458252075,0,8.712531116930645,0,100.0,CRITICAL
9,5,0,2,5.903906919675805,3,19.07453166082488,1,100.0,CRITICAL
4,4,3,7,6.273138366079091,4,22.887416960779632,0,100.0,CRITICAL
18,12,4,9,8.986530158325841,0,22.534096442927467,0,100.0,CRITICAL
13,10,4,7,8.200518579360024,1,1.3350348023736158,0,100.0,CRITICAL
15,2,0,5,1.2481928736651138,2,20.914277175850653,0,100.0,CRITICAL
4,4,2,8,6.427402671917795,4,14.074884107921383,1,100.0,CRITICAL
18,0,0,1,1.6159272613095177,5,10.107037801565674,0,100.0,CRITICAL
10,0,0,5,1.483963409064698,4,20.29281878233821,0,100.0,CRITICAL
7,1,0,3,4.492299400478884,0,19.210407780644484,0,100.0,CRITICAL
6,3,3,6,4.855467390905889,0,12.224366943097003,1,100.0,CRITICAL
13,11,4,0,1.0410692228588092,1,9.857291048226447,1,100.0,CRITICAL
18,17,17,3,5.1181128289322055,5,11.33935800816904,1,100.0,CRITICAL
9,6,5,9,1.7649716480429367,0,7.640564304793598,1,100.0,CRITICAL
11,4,0,3,5.506438217653531,4,16.332493314968584,0,100.0,CRITICAL
16,15,4,5,8.321061321598375,5,21.408805442111678,0,100.0,CRITICAL
8,6,1,9,0.8594958894097349,3,6.012000926638607,0,100.0,CRITICAL
5,3,0,5,3.992522500703558,1,19.812187616001765,1,100.0,CRITICAL
15,2,0,5,2.3370756849849372,1,8.657863586489073,1,100.0,CRITICAL
2,2,2,3,5.746515212754457,3,3.163893040465206,0,100.0,CRITICAL
5,3,2,4,8.93519007833374,1,0.9718810360736256,0,100.0,CRITICAL
10,4,1,7,1.9727235256658104,5,11.504676863678817,1,100.0,CRITICAL
19,14,4,2,6.763046951793129,1,13.63952487320136,0,100.0,CRITICAL
14,7,6,5,0.9309390788878957,0,0.14480667331669927,0,100.0,CRITICAL
13,8,3,0,5.457965810226035,1,15.663040743671289,1,100.0,CRITICAL
14,12,1,9,6.760748468102915,4,12.444706773675957,1,100.0,CRITICAL
4,4,0,5,6.708947918824518,0,23.93798523054527,0,100.0,CRITICAL
7,7,5,8,7.382449782298869,2,2.5083743693323806,0,100.0,CRITICAL
18,18,18,7,4.1737379960799466,4,16.920458146899307,0,100.0,CRITICAL
6,2,2,4,7.600261249606556,2,5.208769793064409,1,100.0,CRITICAL
15,6,0,6,4.728944530832562,5,4.9522102095241,1,100.0,CRITICAL
11,2,2,4,3.229188699709322,0,0.4492554159817379,0,100.0,CRITICAL
17,11,0,2,3.2195514682939597,4,0.15704775160803575,1,100.0,CRITICAL
10,9,7,8,1.756711529431464,0,4.478944888254335,0,100.0,CRITICAL
16,2,2,6,7.205764514179917,5,4.212058463338586,1,100.0,CRITICAL
19,3,3,7,1.5762734209095486,2,0.010497376351993992,0,100.0,CRITICAL
11,1,0,6,6.362127872923423,3,17.211577044039128,0,100.0,CRITICAL
7,6,4,6,6.653613387012587,5,12.088164665666964,0,100.0,CRITICAL
14,5,4,7,2.866349132604713,5,9.507491483732785,0,100.0,CRITICAL
1,0,0,7,4.886293372551358,5,2.491063148070907,0,100.0,CRITICAL
17,2,2,5,6.709227782331007,1,8.01355708514849,1,100.0,CRITICAL
13,0,0,3,0.0017514928660500306,5,11.294146659765607,1,100.0,CRITICAL
8,2,0,4,2.7473991404149514,3,23.953148417162808,0,100.0,CRITICAL
19,19,13,5,3.796379107615344,5,12.254388847111413,1,100.0,CRITICAL
8,0,0,8,9.308530491738434,3,0.46820120499306306,1,100.0,CRITICAL
17,17,3,4,4.642367844072743,0,4.98579761765857,0,100.0,CRITICAL
5,2,1,8,5.069830604776293,0,8.508520120425842,0,100.0,CRITICAL
11,4,1,8,6.641231166211271,1,10.942235538335094,1,100.0,CRITICAL
14,8,5,7,4.51488011151555,3,16.18271580851851,0,100.0,CRITICAL
10,5,5,9,4.323845695787986,5,14.174230716344992,1,100.0,CRITICAL
12,2,0,5,9.74378589023413,4,12.222360005635691,1,100.0,CRITICAL
3,2,2,0,8.12320957632961,0,20.109465144650493,0,100.0,CRITICAL
9,7,5,4,7.017623659084082,5,4.7099769261154885,1,100.0,CRITICAL
11,3,2,2,4.805376599009391,3,1.8691072329334908,0,100.0,CRITICAL
