village_code,village_name,population,households,children_0_6,sc_population,st_population,area_hectares,population_density,children_ratio,sc_ratio,st_ratio,chc,phc,sub_health_centre,allopathic_hospital,dispensary,treated_tap_water,hand_pump,tube_well,river_canal,pond_lake,closed_drainage,no_drainage,national_highway,state_highway,major_district_road,black_topped_road,all_weather_road,footpath,mobile_coverage,internet_csc,pds_shop,anganwadi,asha,subdistrict_hq_distance_km,district_hq_distance_km,nearest_town_distance_km,vulnerability_score_100,vulnerability_category
161315,Nadiyani,1036,171,155,751,0,109.74,9.440495717149629,0.1496138996138996,0.724903474903475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,20.0,,34.33445825240543,Medium
161316,Aadampur Upraura,2033,279,366,553,0,187.39,10.849031431773309,0.1800295130349237,0.2720118052139695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,17.0,20.0,,36.37372023644294,Medium
161317,Sarai Aziz Ta.Harkishun,15,2,2,0,0,15.62,0.9603072983354674,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,22.0,,45.70615423547376,Medium
161318,Raide Pur,1006,174,181,253,0,95.0,10.589473684210526,0.1799204771371769,0.2514910536779324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,28.0,,51.25717245949818,Medium
161319,Ahirai,1569,235,245,535,0,83.09,18.883138765194367,0.1561504142766093,0.3409815168897387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,23.0,,42.16588942267115,Medium
161320,Garapur,532,88,77,234,0,79.55,6.687617850408548,0.1447368421052631,0.4398496240601504,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,22.0,,38.483013034643136,Medium
161321,Madhopur,1423,227,245,718,0,103.99,13.68400807769978,0.1721714687280393,0.5045678144764582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,20.0,,38.2506657374501,Medium
161322,Bajahi,2309,347,393,537,0,216.78,10.651351600701172,0.1702035513209181,0.2325682113469034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,,35.87359487605772,Medium
161323,Arazi Dehigair Abad,0,0,0,0,0,29.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,20.0,,45.0,Medium
161324,Bir Bhaderpur Urf Kalipur,390,68,78,137,0,29.35,13.287904599659283,0.2,0.3512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,20.0,,47.46947186154148,Medium
161325,Gorapur,1323,223,192,617,0,70.24,18.835421412300686,0.1451247165532879,0.4663643235071806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,20.0,,36.62673706645647,Medium
161326,Baksera,1574,253,248,337,0,157.17,10.014633835973788,0.1575603557814485,0.2141041931385006,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,22.0,,38.70913059490905,Medium
161327,Dhanpalpur,634,107,96,445,0,24.79,25.57482855990319,0.1514195583596214,0.7018927444794952,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,25.0,25.0,47.43701363817765,Medium
161328,Malipur,1044,161,171,62,0,47.25,22.09523809523809,0.1637931034482758,0.0593869731800766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,25.0,25.0,46.9526113429733,Medium
161329,Dalipur,817,139,148,220,3,41.95,19.475566150178786,0.1811505507955936,0.2692778457772338,0.003671970624235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,25.0,25.0,43.50274661110616,Medium
161330,Chaq Payagi,393,55,70,75,0,50.8,7.736220472440945,0.178117048346056,0.1908396946564885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,25.0,25.0,54.949154489455886,Medium
161331,Chaimalpur,2065,338,334,650,0,235.97,8.75111242954613,0.1617433414043583,0.3147699757869249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,30.0,30.0,50.11932676163925,Medium
161332,Tulapur,1497,245,197,221,0,186.0,8.048387096774194,0.1315965263861055,0.147628590514362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,25.0,25.0,45.01698618131476,Medium
161333,Sikandra,4102,578,619,226,0,97.74,41.96848782484142,0.1509019990248659,0.0550950755728912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,25.0,25.0,36.52826788608612,Medium
161334,Sarai Herkishun,361,35,59,93,0,51.58,6.998836758433502,0.1634349030470914,0.2576177285318559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,25.0,25.0,49.812259286793726,Medium
161335,Shefkhanpur Urf Chilharai,422,81,75,312,0,53.97,7.819158791921438,0.1777251184834123,0.7393364928909952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,23.0,,38.516624318693694,Medium
161336,Mustafabad,49,6,7,0,0,53.4,0.9176029962546816,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,25.0,47.65677919883984,Medium
161337,Ruhera,704,128,139,268,0,95.0,7.410526315789474,0.1974431818181818,0.3806818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,25.0,25.0,46.4647566581814,Medium
161338,Balipur,1804,333,275,671,0,111.06,16.243471997118675,0.1524390243902439,0.3719512195121951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,,32.934187209770826,Low
161339,Khewrajpur,814,148,114,241,0,145.67,5.587972815267386,0.14004914004914,0.296068796068796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,31.0,,28.41159406857597,Low
161340,Bharatpur,444,79,63,165,0,31.35,14.16267942583732,0.1418918918918918,0.3716216216216216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,31.0,,29.19723030068927,Low
161341,Raghunathpur,1178,201,174,425,0,145.82,8.07845288712111,0.1477079796264855,0.3607809847198642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,31.0,,29.067328046483954,Low
161342,Wazirpur,678,92,100,123,0,68.57,9.887705993874873,0.1474926253687315,0.1814159292035398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,25.0,,46.57177145864917,Medium
161343,Sirkindiya Gair Abad,19,3,1,5,0,97.15,0.1955738548636129,0.0526315789473684,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,22.0,,52.06944545124615,Medium
161344,Katiyahi,1240,194,191,441,0,155.76,7.960965588084233,0.1540322580645161,0.3556451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,24.0,,50.05987957077656,Medium
161345,Mohammadpur Maichaq Shah Moham,1075,186,138,510,0,91.9,11.697497279651795,0.1283720930232558,0.4744186046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,,47.537586979440775,Medium
161346,Baijpur,1141,169,157,72,0,58.41,19.53432631398733,0.1375985977212971,0.0631025416301489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,24.0,,46.0800500337962,Medium
161347,Kalleyanpur Urf Lonari,456,83,70,254,0,71.26,6.399101880437833,0.1535087719298245,0.5570175438596491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,,43.48681349866704,Medium
161348,Hasanpur Korari,1203,186,163,527,0,117.49,10.23916929100349,0.1354945968412302,0.4380714879467997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,24.0,,47.50956046948895,Medium
161349,Kumbhauna,886,149,91,14,0,59.32,14.935940660822656,0.1027088036117381,0.0158013544018058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,,30.0,26.27443260293177,Low
161350,Dewapur,1054,184,151,223,0,45.42,23.205636283575515,0.1432637571157495,0.2115749525616698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,31.0,,28.809996780998475,Low
161351,Chaq Masaud,104,19,12,0,0,33.63,3.092476955099613,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,,29.0,31.088700253144648,Low
161352,Chaq Kasiram,426,77,59,142,0,41.63,10.233005044439103,0.1384976525821596,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,24.0,,42.075707896546575,Medium
161353,Chaq Jayanti,740,102,78,15,0,30.21,24.495200264812976,0.1054054054054054,0.0202702702702702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,45.104082663524274,Medium
161354,Chaqsaban,283,48,36,103,0,11.24,25.177935943060497,0.127208480565371,0.3639575971731448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,26.0,,29.171352120555103,Low
161355,Sarai Chandi,294,45,61,170,0,58.76,5.003403675970048,0.2074829931972789,0.5782312925170068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.15,30.0,,31.82138482496746,Low
161356,Dewarya,1158,173,201,334,0,129.29,8.956609173176581,0.1735751295336787,0.2884283246977547,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,22.0,22.0,16.184355452304647,Low
161357,Lakhrawan,1547,247,243,391,0,180.11,8.589195491643995,0.1570782159017453,0.2527472527472527,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,20.0,23.0,23.0,28.829268068612038,Low
161358,Kusungur,3893,622,541,880,0,136.6,28.49926793557833,0.1389673773439506,0.2260467505779604,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,20.0,20.0,15.637803704646512,Low
161359,Paigamberpur,3360,510,480,386,0,347.94,9.656837385756164,0.1428571428571428,0.1148809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,17.0,17.0,33.59053884628475,Medium
161360,Nimi Khurd,810,111,87,0,0,48.74,16.61879359868691,0.1074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,27.0,27.0,42.23891572251089,Medium
161361,Narayanpur,1027,170,158,426,0,73.78,13.919761452968284,0.1538461538461538,0.4148003894839338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0,24.0,24.0,45.59509661253359,Medium
161362,Chaq Kewat Ali Gair Abad,27,5,10,8,0,44.52,0.6064690026954177,0.3703703703703703,0.2962962962962963,0.0,,,,,,0.0,,,,,,,,,,,,,,,1.0,1.0,1.0,18.0,28.0,,57.617530429173456,Medium
161363,Dharampur Urf Dhurwa,2316,315,281,41,0,155.06,14.93615374693667,0.1213298791018998,0.0177029360967184,0.0,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,20.0,40.17591487148622,Medium
161364,Bela Shailabi Gair Abad,0,0,0,0,0,1396.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,8.0,45.0,Medium
161365,Sihori Kachar Gair Abad,0,0,0,0,0,37.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,20.0,20.0,45.0,Medium
161366,Awraha Kachar Gair Abad,0,0,0,0,0,22.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10.0,4.0,45.0,Medium
161367,Sihori Uperhar,164,20,30,0,0,117.31,1.3980052851419316,0.1829268292682926,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,,26.37862379957394,Low
161368,Awrahauperhar Gair Abad,452,74,101,0,0,107.7,4.1968430826369545,0.2234513274336283,0.0,0.0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,20.0,20.0,42.70944617571363,Medium
161369,Hetapatti,2898,459,484,538,0,66.25,43.74339622641509,0.1670117322291235,0.1856452726017943,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,,35.2372946067873,Medium
161370,Sakra,1491,251,232,976,0,82.26,18.12545587162655,0.1556002682763246,0.6545942320590208,0.0,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,20.0,20.0,54.51962624215903,Medium
161371,Madarpur,1378,208,228,128,0,107.28,12.84489187173751,0.1654571843251088,0.09288824383164,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,20.0,20.0,20.123001793982645,Low
161372,Purusottampur Urf Garapur,3263,546,514,728,0,169.56,19.243925454116532,0.1575237511492491,0.2231075697211155,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,20.0,21.0,21.0,39.13255524123112,Medium
161373,Malaka Mai Bhai Sahi,2721,432,391,771,0,159.55,17.05421497963021,0.1436971701580301,0.2833517089305402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,30.0,30.0,35.595604889000946,Medium
161374,Mathura Urf Parandeeh,2426,377,350,661,0,225.64,10.75163978018082,0.1442704039571311,0.2724649629018961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,35.0,35.0,41.96587470161084,Medium
161375,Shukulpur,21,3,0,21,0,13.5,1.5555555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,35.0,,44.23063067812396,Medium
161376,Partappur,1156,209,161,581,0,56.69,20.391603457399896,0.139273356401384,0.5025951557093425,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,,52.52967352877644,Medium
161377,Jiwnarayanpur,614,110,107,386,0,14.42,42.57975034674064,0.1742671009771987,0.6286644951140065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,18.0,55.12220298711794,Medium
161378,Chaq Julekha,214,39,48,214,0,14.42,14.840499306518725,0.2242990654205607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,50.67254249659777,Medium
161379,Suprawari,1100,168,190,113,0,107.99,10.186128345217153,0.1727272727272727,0.1027272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,18.0,18.0,52.78097197437906,Medium
161380,Damoderpur Urf Tiwaripur,1771,246,228,277,0,110.5,16.02714932126697,0.1287408243929983,0.1564088085827216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,56.96996736032158,Medium
161381,Kadipur,1027,183,148,393,0,102.7,10.0,0.1441090555014605,0.3826679649464459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,18.0,18.0,51.6478087062872,Medium
161382,Berue,3584,633,537,1356,3,313.0,11.450479233226837,0.1498325892857142,0.3783482142857143,0.0008370535714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,16.0,20.0,20.0,42.71087939153409,Medium
161383,Chanderpur Urf Busmahua,3606,612,556,1253,0,235.0,15.34468085106383,0.1541874653355518,0.3474764281752635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,20.0,20.0,53.66064177303047,Medium
161384,Chaq Ali Pur,1577,228,275,337,0,194.23,8.119240076198322,0.1743817374762206,0.2136968928344959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,57.0,57.0,39.13379748041095,Medium
161385,Hansrajpur,1690,260,246,723,0,198.71,8.504856323285189,0.1455621301775148,0.427810650887574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,57.0,57.0,42.688967817792864,Medium
161386,Chamrupur Urf Nandout,2028,322,318,412,0,258.08,7.858028518288903,0.1568047337278106,0.2031558185404339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,18.0,50.0,50.0,38.543041049935056,Medium
161387,Dariyapur Nandaut,338,32,64,56,0,30.84,10.959792477302203,0.1893491124260355,0.165680473372781,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,18.0,50.0,50.0,39.45953935566562,Medium
161388,Chaq Afrad Urf Mubarakpur,1662,242,232,293,0,85.72,19.38870741950537,0.1395908543922984,0.1762936221419976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,50.0,50.0,38.36645199474391,Medium
161389,Chaq Ali Urf Poore Gopali,1017,150,158,451,0,163.92,6.204245973645682,0.1553588987217306,0.4434611602753195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,50.0,50.0,42.13318963051988,Medium
161390,Chaq Sekh Ahmed Urf Kusehta,2542,374,373,670,0,243.7,10.430857611817808,0.1467348544453186,0.2635719905586152,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,45.0,,45.31548621439967,Medium
161391,Dhelha,767,123,138,135,0,38.14,20.110120608285264,0.1799217731421121,0.1760104302477184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,44.0,,46.27129457395166,Medium
161392,Pahsi,686,103,134,183,0,70.61,9.715337770853989,0.19533527696793,0.2667638483965014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,43.0,,46.76003620257115,Medium
161393,Batwansi Urf Poore Bihari,464,57,61,58,0,71.52,6.487695749440716,0.1314655172413793,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,43.0,,44.00240442728217,Medium
161394,Khansar,1587,259,272,455,0,166.55,9.528670069048331,0.1713925645872716,0.2867044738500315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,45.0,9.0,45.30044890114621,Medium
161395,Chaq Abdul Shakoor Urf Hatia G,7,1,2,0,0,70.0,0.1,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,46.0,,47.74220721026035,Medium
161396,Amiliya,2132,318,337,335,0,209.79,10.162543495876829,0.1580675422138836,0.1571294559099437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,48.0,12.0,41.77888783911736,Medium
161397,Mohamadabad Urf Mialwan,1970,291,363,538,0,467.74,4.211741565827169,0.1842639593908629,0.2730964467005076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,39.0,12.0,36.23325332274834,Medium
