village_code,village_name,population,households,children_0_6,sc_population,st_population,area_hectares,population_density,children_ratio,sc_ratio,st_ratio,chc,phc,sub_health_centre,allopathic_hospital,dispensary,treated_tap_water,hand_pump,tube_well,river_canal,pond_lake,closed_drainage,no_drainage,national_highway,state_highway,major_district_road,black_topped_road,all_weather_road,footpath,mobile_coverage,internet_csc,pds_shop,anganwadi,asha,subdistrict_hq_distance_km,district_hq_distance_km,nearest_town_distance_km
161285,Oharpur,867,145,143,171,0,118.37,7.324491002787869,0.16493656286043828,0.1972318339100346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,25.0,35.0,
161286,Malaka,665,108,101,139,0,135.32,4.914277268696424,0.1518796992481203,0.20902255639097744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,25.0,35.0,
161287,Gaharpur,1400,210,220,816,0,85.63,16.34941025341586,0.15714285714285714,0.5828571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,35.0,
161288,Sarai Lahuri,805,142,124,248,0,48.01,16.76734013747136,0.15403726708074533,0.30807453416149067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0,35.0,
161289,Chaq Saiuddin Urf Pooremati,663,124,141,242,0,57.72,11.486486486486486,0.21266968325791855,0.3650075414781297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,35.0,
161290,Chakerbhanpur Urf Chakiya,1350,215,237,16,0,84.07,16.05804686570715,0.17555555555555555,0.011851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,
161291,Jamua,1623,255,226,622,0,106.38,15.256627185561197,0.1392483056069008,0.38324091189155884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,0.0,1.0,1.0,1.0,24.0,25.0,
161292,Saraidatte,2494,393,377,806,0,167.2,14.916267942583733,0.1511627906976744,0.3231756214915798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,25.0,
161293,Dhosra,782,132,91,201,0,62.52,12.507997440818936,0.11636828644501279,0.2570332480818414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,23.0,26.0,
161294,Barji,1303,237,181,411,0,152.47,8.545943464288056,0.13891020721412126,0.31542594013814274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0,35.0,
161295,Sisae Sipah,4455,724,687,1079,0,370.94,12.010028576050034,0.1542087542087542,0.24219977553310887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,30.0,
161296,Nasratpur,877,142,140,399,0,141.47,6.199194175443557,0.15963511972633979,0.4549600912200684,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0,25.0,
161297,Buapur,2131,352,398,740,0,162.74,13.094506574904756,0.18676677616142656,0.34725480994838104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,25.0,17.0
161298,Trilokpur,625,100,122,94,0,67.12,9.311680572109653,0.1952,0.1504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,16.0,31.0,16.0
161299,Bhane Mau,1273,220,176,54,0,48.3,26.35610766045549,0.13825608798114689,0.04241948153967007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16.0,29.0,16.0
161300,Chaq Nooruddin Urf Nagdilpur,1182,162,176,184,0,108.43,10.901042147007285,0.14890016920473773,0.155668358714044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,16.0,28.0,16.0
161301,Nari,1049,175,167,519,0,79.59,13.180047744691544,0.15919923736892277,0.4947569113441373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,28.0,15.0
161302,Jugunideeh,5619,832,904,1604,0,341.72,16.443286901556828,0.1608827193450792,0.28546004627157856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,30.0,
161303,Padumpur,660,113,155,40,0,40.91,16.132974822781716,0.23484848484848486,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,24.0,21.0,21.0
161304,Sarai Lili Urf Berchanpur,1844,325,270,816,0,172.43,10.694194745693904,0.14642082429501085,0.44251626898047725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,20.0,20.0
161305,Noorpur,5280,797,790,1143,0,343.25,15.382374362709395,0.14962121212121213,0.21647727272727274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,18.0,18.0
161306,Chaq Keshaw,91,17,16,81,0,9.15,9.94535519125683,0.17582417582417584,0.8901098901098901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0,19.0,19.0
161307,Poore Gopi Urf Lahti,1358,170,196,161,0,55.59,24.428854110451518,0.14432989690721648,0.11855670103092783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,19.0,18.0,
161308,Balkaranpur,1964,330,270,575,0,142.54,13.778588466395398,0.13747454175152748,0.29276985743380857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,18.0,
161309,Poore Bagi,607,87,97,95,0,44.64,13.597670250896057,0.15980230642504117,0.15650741350906094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,20.0,18.0,
161310,Muradpur Urf Khadirpur,883,126,105,371,0,61.95,14.253430185633574,0.11891279728199321,0.420158550396376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,22.0,13.0,
161311,Bankat,1194,192,136,261,0,55.05,21.689373297002724,0.11390284757118928,0.2185929648241206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.0,18.0,
161312,Beerapur,4013,593,605,1533,0,317.7,12.631413282971357,0.15076002990281584,0.38200847246449043,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,16.0,
161313,Poore Bhaiya Ram,208,27,40,0,0,15.54,13.384813384813386,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,20.0,
161314,Tikari,3871,581,623,867,0,247.61,15.633455837809457,0.1609403254972875,0.22397313355722034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,17.0,21.0,
161315,Nadiyani,1036,171,155,751,0,109.74,9.440495717149627,0.14961389961389962,0.724903474903475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,20.0,
161316,Aadampur Upraura,2033,279,366,553,0,187.39,10.849031431773307,0.18002951303492376,0.2720118052139695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,17.0,20.0,
161317,Sarai Aziz Ta.Harkishun,15,2,2,0,0,15.62,0.9603072983354674,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,22.0,
161318,Raide Pur,1006,174,181,253,0,95.0,10.589473684210526,0.17992047713717693,0.2514910536779324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,28.0,
161319,Ahirai,1569,235,245,535,0,83.09,18.883138765194367,0.1561504142766093,0.3409815168897387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,23.0,
161320,Garapur,532,88,77,234,0,79.55,6.687617850408548,0.14473684210526316,0.4398496240601504,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,22.0,
161321,Madhopur,1423,227,245,718,0,103.99,13.68400807769978,0.17217146872803935,0.5045678144764582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,20.0,
161322,Bajahi,2309,347,393,537,0,216.78,10.651351600701172,0.17020355132091813,0.23256821134690342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,
161323,Arazi Dehigair Abad,0,0,0,0,0,29.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,20.0,
161324,Bir Bhaderpur Urf Kalipur,390,68,78,137,0,29.35,13.287904599659283,0.2,0.35128205128205126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,20.0,
161325,Gorapur,1323,223,192,617,0,70.24,18.835421412300686,0.14512471655328799,0.46636432350718066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,20.0,
161326,Baksera,1574,253,248,337,0,157.17,10.014633835973788,0.15756035578144853,0.21410419313850063,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,22.0,
161327,Dhanpalpur,634,107,96,445,0,24.79,25.57482855990319,0.15141955835962145,0.7018927444794952,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,25.0,25.0
161328,Malipur,1044,161,171,62,0,47.25,22.095238095238095,0.16379310344827586,0.05938697318007663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,25.0,25.0
161329,Dalipur,817,139,148,220,3,41.95,19.475566150178782,0.18115055079559364,0.2692778457772338,0.0036719706242350062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,25.0,25.0
161330,Chaq Payagi,393,55,70,75,0,50.8,7.736220472440945,0.178117048346056,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,25.0,25.0
161331,Chaimalpur,2065,338,334,650,0,235.97,8.75111242954613,0.16174334140435837,0.31476997578692495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,30.0,30.0
161332,Tulapur,1497,245,197,221,0,186.0,8.048387096774194,0.13159652638610556,0.14762859051436206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,25.0,25.0
161333,Sikandra,4102,578,619,226,0,97.74,41.96848782484142,0.15090199902486592,0.05509507557289127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,25.0,25.0
161334,Sarai Herkishun,361,35,59,93,0,51.58,6.998836758433502,0.1634349030470914,0.25761772853185594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,25.0,25.0
161335,Shefkhanpur Urf Chilharai,422,81,75,312,0,53.97,7.819158791921438,0.17772511848341233,0.7393364928909952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,23.0,
161336,Mustafabad,49,6,7,0,0,53.4,0.9176029962546817,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,25.0
161337,Ruhera,704,128,139,268,0,95.0,7.410526315789474,0.19744318181818182,0.3806818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,25.0,25.0
161338,Balipur,1804,333,275,671,0,111.06,16.243471997118675,0.1524390243902439,0.3719512195121951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,
161339,Khewrajpur,814,148,114,241,0,145.67,5.587972815267386,0.14004914004914004,0.29606879606879605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,31.0,
161340,Bharatpur,444,79,63,165,0,31.35,14.16267942583732,0.14189189189189189,0.3716216216216216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,31.0,
161341,Raghunathpur,1178,201,174,425,0,145.82,8.07845288712111,0.14770797962648557,0.3607809847198642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,31.0,
161342,Wazirpur,678,92,100,123,0,68.57,9.887705993874873,0.14749262536873156,0.18141592920353983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,25.0,
161343,Sirkindiya Gair Abad,19,3,1,5,0,97.15,0.19557385486361295,0.05263157894736842,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,22.0,
161344,Katiyahi,1240,194,191,441,0,155.76,7.960965588084233,0.15403225806451612,0.3556451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,24.0,
161345,Mohammadpur Maichaq Shah Moham,1075,186,138,510,0,91.9,11.697497279651795,0.1283720930232558,0.4744186046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,
161346,Baijpur,1141,169,157,72,0,58.41,19.534326313987332,0.1375985977212971,0.06310254163014899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,24.0,
161347,Kalleyanpur Urf Lonari,456,83,70,254,0,71.26,6.399101880437833,0.15350877192982457,0.5570175438596491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,
161348,Hasanpur Korari,1203,186,163,527,0,117.49,10.23916929100349,0.13549459684123025,0.4380714879467997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,24.0,
161349,Kumbhauna,886,149,91,14,0,59.32,14.935940660822657,0.10270880361173815,0.01580135440180587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,,30.0
161350,Dewapur,1054,184,151,223,0,45.42,23.205636283575515,0.1432637571157495,0.21157495256166983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,31.0,
161351,Chaq Masaud,104,19,12,0,0,33.63,3.092476955099613,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,,29.0
161352,Chaq Kasiram,426,77,59,142,0,41.63,10.233005044439105,0.13849765258215962,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,24.0,
161353,Chaq Jayanti,740,102,78,15,0,30.21,24.495200264812976,0.10540540540540541,0.02027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,
161354,Chaqsaban,283,48,36,103,0,11.24,25.177935943060497,0.127208480565371,0.36395759717314485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,26.0,
161355,Sarai Chandi,294,45,61,170,0,58.76,5.0034036759700475,0.20748299319727892,0.5782312925170068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.15,30.0,
161356,Dewarya,1158,173,201,334,0,129.29,8.956609173176581,0.17357512953367876,0.28842832469775476,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,22.0,22.0
161357,Lakhrawan,1547,247,243,391,0,180.11,8.589195491643995,0.1570782159017453,0.25274725274725274,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,20.0,23.0,23.0
161358,Kusungur,3893,622,541,880,0,136.6,28.49926793557833,0.13896737734395068,0.22604675057796045,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,20.0,20.0
161359,Paigamberpur,3360,510,480,386,0,347.94,9.656837385756164,0.14285714285714285,0.11488095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,17.0,17.0
161360,Nimi Khurd,810,111,87,0,0,48.74,16.61879359868691,0.10740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,27.0,27.0
161361,Narayanpur,1027,170,158,426,0,73.78,13.919761452968284,0.15384615384615385,0.4148003894839338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0,24.0,24.0
161362,Chaq Kewat Ali Gair Abad,27,5,10,8,0,44.52,0.6064690026954177,0.37037037037037035,0.2962962962962963,0.0,,,,,,0.0,,,,,,,,,,,,,,,1.0,1.0,1.0,18.0,28.0,
161363,Dharampur Urf Dhurwa,2316,315,281,41,0,155.06,14.93615374693667,0.12132987910189982,0.01770293609671848,0.0,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,20.0
161364,Bela Shailabi Gair Abad,0,0,0,0,0,1396.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,8.0
161365,Sihori Kachar Gair Abad,0,0,0,0,0,37.32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,20.0,20.0
161366,Awraha Kachar Gair Abad,0,0,0,0,0,22.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,10.0,4.0
161367,Sihori Uperhar,164,20,30,0,0,117.31,1.3980052851419316,0.18292682926829268,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,
161368,Awrahauperhar Gair Abad,452,74,101,0,0,107.7,4.1968430826369545,0.2234513274336283,0.0,0.0,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,20.0,20.0
161369,Hetapatti,2898,459,484,538,0,66.25,43.74339622641509,0.16701173222912352,0.18564527260179434,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,20.0,
161370,Sakra,1491,251,232,976,0,82.26,18.12545587162655,0.15560026827632462,0.6545942320590208,0.0,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,20.0,20.0
161371,Madarpur,1378,208,228,128,0,107.28,12.84489187173751,0.16545718432510886,0.09288824383164006,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,20.0,20.0
161372,Purusottampur Urf Garapur,3263,546,514,728,0,169.56,19.243925454116535,0.15752375114924916,0.22310756972111553,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,20.0,21.0,21.0
161373,Malaka Mai Bhai Sahi,2721,432,391,771,0,159.55,17.05421497963021,0.14369717015803013,0.28335170893054024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,30.0,30.0
161374,Mathura Urf Parandeeh,2426,377,350,661,0,225.64,10.75163978018082,0.1442704039571311,0.27246496290189615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,35.0,35.0
